# time,x,y,error
1.655820918644000000e+12,2.961417920700349882e+01,1.949557083939179947e+01,1.371587409737290875e+00
1.655820919494000000e+12,2.919087917774934127e+01,1.933213541361626397e+01,1.514328057138135675e+00
1.655820920254000000e+12,2.868206661605013963e+01,1.916394205880627766e+01,1.748584340367166368e+00
1.655820920894000000e+12,2.816717093510355596e+01,1.895355559762841935e+01,1.918042374113981374e+00
1.655820921464000000e+12,2.771241608616128715e+01,1.879281951467936196e+01,2.156968449518513964e+00
1.655820922064000000e+12,2.720916077353484397e+01,1.860106770637671403e+01,2.397804619593036701e+00
1.655820922744000000e+12,2.673110092650765068e+01,1.844649951250376674e+01,2.760290437148700260e+00
1.655820923264000000e+12,2.617219343491132122e+01,1.821762969803392096e+01,2.843004576484283064e+00
1.655820923874000000e+12,2.561380979680702197e+01,1.800677812144769518e+01,3.061958669382768949e+00
1.655820924464000000e+12,2.512134208998397611e+01,1.780315492955441670e+01,3.280027426712339711e+00
1.655820925024000000e+12,2.455695932927874026e+01,1.759208895439829234e+01,3.452153358110461312e+00
1.655820925674000000e+12,2.402185709561551974e+01,1.737557401213348740e+01,3.725959852932426486e+00
1.655820926244000000e+12,2.352747705895739116e+01,1.720366771080978552e+01,3.982207626145621848e+00
1.655820926854000000e+12,2.301168516232378991e+01,1.700648192739088316e+01,4.214518288219962550e+00
1.655820927444000000e+12,2.251489641663276942e+01,1.683752011292082074e+01,4.470269989025068114e+00
1.655820928054000000e+12,2.200546944885004308e+01,1.663332331485882776e+01,4.710943214970286341e+00
1.655820928644000000e+12,2.148385519789768594e+01,1.645435444394651725e+01,4.981929547498020305e+00
1.655820929234000000e+12,2.094870137519438913e+01,1.624139639454627115e+01,5.198450677683477572e+00
1.655820929814000000e+12,2.040139779761211969e+01,1.605309028022946549e+01,5.452435806176688438e+00
1.655820930424000000e+12,1.984962581313564201e+01,1.585320703240705953e+01,5.672286543819512694e+00
1.655820931024000000e+12,1.929118713064873702e+01,1.568538452041471487e+01,5.925904581724411813e+00
1.655820931644000000e+12,1.871417619054398784e+01,1.549191930234081482e+01,6.131779565825357103e+00
1.655820932214000000e+12,1.810643734518609094e+01,1.534871174385172310e+01,6.283173116336618236e+00
1.655820932844000000e+12,1.752870972319352205e+01,1.517216952375762595e+01,6.468482538361594258e+00
1.655820933414000000e+12,1.701384536813981185e+01,1.504512980514505394e+01,6.658979603324658214e+00
1.655820934094000000e+12,1.652706862548130218e+01,1.486379962239893437e+01,6.906961570547165863e+00
